序號,券商,價格,買進股數,賣出股數
2115,700L兆豐天母,201.0,1000,0
2116,700L兆豐天母,202.0,1000,0
2117,700L兆豐天母,202.5,0,1000
2118,700L兆豐天母,205.0,1250,4500
2119,700L兆豐天母,205.5,0,2000
2120,700L兆豐天母,206.0,1000,0
2121,700L兆豐天母,207.0,500,1130
2122,700L兆豐天母,207.5,3000,0
2123,700M兆豐桃園,198.0,0,1000
2124,700M兆豐桃園,200.5,1000,0
2125,700M兆豐桃園,201.5,0,100
2126,700M兆豐桃園,203.0,0,1000
2127,700M兆豐桃園,203.5,0,4000
2128,700M兆豐桃園,205.0,1000,0
2129,700M兆豐桃園,206.5,200,464
2130,700M兆豐桃園,207.0,1100,50
2131,700M兆豐桃園,207.5,0,50
2132,700M兆豐桃園,208.5,0,2000
2133,700N兆豐埔墘,199.0,1000,0
2134,700N兆豐埔墘,199.5,1000,0
2135,700N兆豐埔墘,200.0,1000,0
2136,700N兆豐埔墘,201.0,1000,0
2137,700N兆豐埔墘,201.5,55000,0
2138,700N兆豐埔墘,202.0,1000,0
2139,700N兆豐埔墘,202.5,6000,50000
2140,700N兆豐埔墘,203.5,2000,0
2141,700N兆豐埔墘,205.5,0,6000
2142,700N兆豐埔墘,206.0,0,1000
2143,700N兆豐埔墘,206.5,0,1000
2144,700N兆豐埔墘,207.0,0,1000
2145,700N兆豐埔墘,207.5,0,11000
2146,700N兆豐埔墘,208.0,0,1000
2147,700N兆豐埔墘,208.5,0,8000
2148,700p兆豐復興,200.0,0,1000
2149,700p兆豐復興,202.0,0,1000
2150,700p兆豐復興,202.5,4000,1000
2151,700p兆豐復興,203.0,5000,1000
2152,700p兆豐復興,203.5,1000,0
2153,700p兆豐復興,204.5,1000,3000
2154,700p兆豐復興,205.0,3000,2000
2155,700p兆豐復興,205.5,0,3000
2156,700p兆豐復興,206.0,0,6000
2157,700p兆豐復興,206.5,0,2000
2158,700p兆豐復興,207.0,0,4000
2159,700p兆豐復興,207.5,0,3000
2160,700p兆豐復興,208.0,1000,4000
2161,700P兆豐南京,200.0,0,18000
2162,700P兆豐南京,200.5,0,3000
2163,700P兆豐南京,201.0,0,15000
2164,700P兆豐南京,201.5,0,21000
2165,700P兆豐南京,202.0,0,21000
2166,700P兆豐南京,202.5,6000,4000
2167,700P兆豐南京,203.0,0,13000
2168,700P兆豐南京,203.5,0,24000
2169,700P兆豐南京,204.0,11000,9000
2170,700P兆豐南京,204.5,10000,15000
2171,700P兆豐南京,205.0,25000,30010
2172,700P兆豐南京,205.5,0,42000
2173,700P兆豐南京,206.0,0,21159
2174,700P兆豐南京,206.5,0,19000
2175,700P兆豐南京,207.0,2025,42000
2176,700P兆豐南京,207.5,0,11000
2177,700P兆豐南京,208.0,0,12010
2178,700P兆豐南京,208.5,2000,9000
2179,700r兆豐寶成,199.0,0,1000
2180,700r兆豐寶成,200.0,100,0
2181,700r兆豐寶成,201.0,0,1000
2182,700r兆豐寶成,202.0,50,1100
2183,700r兆豐寶成,202.5,0,1020
2184,700r兆豐寶成,203.0,0,4000
2185,700r兆豐寶成,203.5,0,1000
2186,700r兆豐寶成,204.0,2000,2350
2187,700r兆豐寶成,204.5,0,1000
2188,700r兆豐寶成,205.0,1000,1105
2189,700r兆豐寶成,205.5,2000,2000
2190,700r兆豐寶成,206.0,1000,2000
2191,700r兆豐寶成,206.5,10,1000
2192,700r兆豐寶成,207.0,3000,4205
2193,700r兆豐寶成,208.0,0,3030
2194,700r兆豐寶成,208.5,100,0
2195,700R兆豐小港,200.5,1100,0
2196,700R兆豐小港,201.0,1100,0
2197,700R兆豐小港,201.5,0,1000
2198,700R兆豐小港,202.0,0,1000
2199,700R兆豐小港,202.5,3000,2000
2200,700R兆豐小港,203.5,100,0
2201,700R兆豐小港,204.0,2100,0
2202,700R兆豐小港,204.5,1000,1000
2203,700R兆豐小港,205.0,0,1000
2204,700R兆豐小港,205.5,0,1000
2205,700R兆豐小港,206.5,0,2000
2206,700R兆豐小港,207.0,100,2000
2207,700R兆豐小港,207.5,0,2000
2208,700R兆豐小港,208.5,1000,0
2209,700s兆豐岡山,202.0,1000,0
2210,700s兆豐岡山,203.5,2000,0
2211,700s兆豐岡山,204.5,2000,0
2212,700s兆豐岡山,205.0,0,1025
2213,700s兆豐岡山,205.5,3000,2000
2214,700s兆豐岡山,206.0,0,1000
2215,700s兆豐岡山,206.5,1000,0
2216,700s兆豐岡山,207.0,4000,5000
2217,700s兆豐岡山,207.5,0,1000
2218,700s兆豐岡山,208.5,0,2000
2219,700S兆豐大同,202.5,0,40000
2220,700S兆豐大同,203.5,0,10000
2221,700S兆豐大同,204.5,0,1000
2222,700S兆豐大同,205.0,0,3000
2223,700S兆豐大同,207.0,1000,0
2224,700S兆豐大同,208.0,1000,0
2225,700U兆豐桃鶯,200.5,1000,0
2226,700U兆豐桃鶯,202.0,0,4000
2227,700U兆豐桃鶯,204.0,0,3000
2228,700U兆豐桃鶯,204.5,0,2013
2229,700U兆豐桃鶯,205.0,1000,0
2230,700U兆豐桃鶯,205.5,1000,0
2231,700U兆豐桃鶯,206.0,0,1000
2232,700U兆豐桃鶯,206.5,0,2000
2233,700U兆豐桃鶯,207.0,300,0
2234,700V兆豐新竹,202.5,50000,221
2235,700V兆豐新竹,204.0,0,1000
2236,700V兆豐新竹,205.0,0,2100
2237,700V兆豐新竹,205.5,1000,2089
2238,700V兆豐新竹,206.5,1000,65
2239,700V兆豐新竹,207.0,50,1000
2240,700V兆豐新竹,207.5,0,1000
2241,700V兆豐新竹,208.0,0,100
2242,700w兆豐新莊,201.0,0,1000
2243,700w兆豐新莊,202.0,1000,0
2244,700w兆豐新莊,203.5,0,50
2245,700w兆豐新莊,204.5,1000,0
2246,700w兆豐新莊,205.5,50,1000
2247,700w兆豐新莊,207.0,2500,2000
2248,700w兆豐新莊,208.0,0,1000
2249,700w兆豐新莊,208.5,1000,0
2250,700W兆豐城中,200.5,0,3000
2251,700W兆豐城中,202.0,0,1000
2252,700W兆豐城中,202.5,1000,0
2253,700W兆豐城中,203.5,1000,0
2254,700W兆豐城中,204.0,1000,0
2255,700W兆豐城中,206.5,1000,2000
2256,700W兆豐城中,207.0,0,5000
2257,700W兆豐城中,207.5,0,3000
2258,700W兆豐城中,208.5,1000,2000
2259,700X兆豐永和,206.0,0,1000
2260,700X兆豐永和,207.0,0,100
2261,700X兆豐永和,208.0,0,1000
2262,700Z兆豐高雄,201.0,0,1000
2263,700Z兆豐高雄,202.0,0,3000
2264,700Z兆豐高雄,202.5,0,2215
2265,700Z兆豐高雄,203.0,1250,1000
2266,700Z兆豐高雄,204.0,0,2000
2267,700Z兆豐高雄,205.0,0,1000
2268,700Z兆豐高雄,205.5,150,0
2269,700Z兆豐高雄,206.0,3000,1000
2270,700Z兆豐高雄,206.5,0,7333
2271,700Z兆豐高雄,207.0,0,5034
2272,700Z兆豐高雄,207.5,0,1168
2273,7030致和,200.0,1000,0
2274,7030致和,201.5,0,50
2275,7030致和,202.0,0,1000
2276,7030致和,202.5,0,1000
2277,7030致和,203.5,1000,0
2278,7030致和,205.5,1000,1000
2279,7030致和,206.0,1000,0
2280,7030致和,206.5,300,100
2281,7030致和,207.0,0,1000
2282,7030致和,207.5,1000,0
2283,7030致和,208.5,0,1000
2284,7031致和台北,205.5,0,3000
2285,7032致和佳里,201.0,0,10
2286,7032致和佳里,202.5,1000,0
2287,7032致和佳里,203.0,0,10
2288,7032致和佳里,205.0,0,1010
2289,7032致和佳里,206.0,0,1000
2290,7032致和佳里,207.0,0,1000
2291,7032致和佳里,208.0,0,1000
2292,7033致和府前,205.5,0,2070
2293,7033致和府前,206.0,1000,0
2294,7033致和府前,207.0,0,1000
2295,7033致和府前,208.0,1000,0
2296,7034致和金華,203.0,0,2000
2297,7034致和金華,204.0,1000,0
2298,7034致和金華,205.0,0,1000
2299,7034致和金華,205.5,0,1000
2300,7034致和金華,207.5,1000,0
2301,7035致和東門,199.5,0,1000
2302,7035致和東門,200.0,0,2000
2303,7035致和東門,205.0,0,2000
2304,7035致和東門,207.0,2000,0
2305,7035致和東門,208.5,2000,0
2306,7036致和高雄,204.0,0,100
2307,7036致和高雄,206.0,0,3000
2308,7036致和高雄,207.5,0,1000
2309,7038致和南京,205.5,0,1075
2310,7038致和南京,206.5,1000,0
2311,7038致和南京,207.0,0,1075
2312,7038致和南京,208.0,0,3000
2313,703B致和崇德,200.0,3000,0
2314,703B致和崇德,202.5,0,3000
2315,703B致和崇德,203.5,0,1000
2316,703B致和崇德,204.5,0,50000
2317,703B致和崇德,205.0,0,100
2318,703B致和崇德,205.5,0,1000
2319,703B致和崇德,206.5,2000,0
2320,703B致和崇德,207.0,0,1000
2321,703B致和崇德,207.5,1000,0
2322,703B致和崇德,208.0,1000,3000
2323,7750北城,199.0,2000,0
2324,7750北城,200.0,1000,0
2325,7750北城,200.5,0,1000
2326,7750北城,202.0,0,1000
2327,7750北城,203.5,1000,0
2328,7750北城,204.0,10,0
2329,7750北城,204.5,0,1000
2330,7750北城,205.0,0,1000
2331,7750北城,205.5,0,5000
2332,7750北城,206.0,0,11000
2333,7750北城,206.5,1000,0
2334,7750北城,207.0,0,14100
2335,7750北城,208.0,0,2000
2336,7790國票綜合,200.0,1283,95
2337,7790國票綜合,200.5,605,0
2338,7790國票綜合,201.0,3018,0
2339,7790國票綜合,202.5,8185,0
2340,7790國票綜合,203.0,2000,726
2341,7790國票綜合,203.5,689,139
2342,7790國票綜合,204.0,1342,4345
2343,7790國票綜合,204.5,7345,0
2344,7790國票綜合,205.0,14814,0
2345,7790國票綜合,205.5,2000,308
2346,7790國票綜合,206.0,10000,1281
2347,7790國票綜合,206.5,0,3241
2348,7790國票綜合,207.0,1200,154
2349,7790國票綜合,207.5,1000,2136
2350,7790國票綜合,208.0,1113,5000
2351,7790國票綜合,208.5,0,1000
2352,7791國票台東,200.5,0,1000
2353,7791國票台東,201.5,10000,0
2354,7791國票台東,204.5,0,1000
2355,7791國票台東,205.0,0,18000
2356,7791國票台東,206.5,1000,0
2357,7791國票台東,208.0,0,1000
2358,7791國票台東,208.5,5000,0
2359,7792國票北投,199.5,1000,0
2360,7792國票北投,200.0,0,1000
2361,7792國票北投,202.5,20000,0
2362,7792國票北投,203.0,0,3000
2363,7792國票北投,203.5,20000,0
2364,7792國票北投,204.0,10000,1000
2365,7792國票北投,205.0,1000,0
2366,7792國票北投,206.0,4000,0
2367,7792國票北投,206.5,50,0
2368,7795國票南港,202.0,0,1020
2369,7795國票南港,203.0,0,1000
2370,7795國票南港,204.0,1000,0
2371,7795國票南港,206.0,0,1000
2372,7795國票南港,207.0,0,1000
2373,7797國票中正,200.5,0,1000
2374,7797國票中正,201.5,0,2000
2375,7797國票中正,203.5,0,80
2376,7797國票中正,204.0,0,2000
2377,7797國票中正,205.0,100,50
2378,7797國票中正,205.5,0,70
2379,7797國票中正,206.0,1000,1000
2380,7797國票中正,206.5,1000,50
2381,7797國票中正,208.0,0,2000
2382,7798國票內壢,207.0,1000,90
2383,7798國票內壢,208.0,0,1000
2384,7798國票內壢,208.5,1000,0
2385,779c國票敦北,199.5,1000,0
2386,779c國票敦北,200.0,2000,0
2387,779c國票敦北,202.0,0,2000
2388,779c國票敦北,203.0,0,3000
2389,779c國票敦北,203.5,0,1000
2390,779c國票敦北,204.5,0,1000
2391,779c國票敦北,205.0,0,1000
2392,779c國票敦北,205.5,200000,2000
2393,779c國票敦北,206.0,50000,5000
2394,779c國票敦北,206.5,0,1000
2395,779c國票敦北,207.0,350000,0
2396,779c國票敦北,207.5,100000,0
2397,779c國票敦北,208.0,0,3000
2398,779D國票台南,199.5,1000,0
2399,779D國票台南,200.0,0,2000
2400,779D國票台南,200.5,0,1000
2401,779D國票台南,201.0,0,5
2402,779D國票台南,202.5,1000,20
2403,779D國票台南,203.0,0,4005
2404,779D國票台南,203.5,0,2000
2405,779D國票台南,204.5,1000,0
2406,779D國票台南,205.0,3000,500
2407,779D國票台南,205.5,0,15
2408,779D國票台南,206.0,1000,0
2409,779D國票台南,207.0,0,10
2410,779D國票台南,208.0,0,10
2411,779e國票南科,202.0,6,0
2412,779e國票南科,202.5,1036,0
2413,779e國票南科,203.0,6,0
2414,779e國票南科,203.5,2018,0
2415,779e國票南科,204.0,30,0
2416,779e國票南科,204.5,12,1000
2417,779e國票南科,205.0,1000,1020
2418,779e國票南科,205.5,1000,0
2419,779e國票南科,206.0,0,150
2420,779e國票南科,206.5,0,1000
2421,779e國票南科,207.0,1000,2020
2422,779e國票南科,207.5,0,50
2423,779e國票南科,208.0,0,20
2424,779e國票南科,208.5,3000,0
2425,779E國票南崁,198.0,2000,0
2426,779E國票南崁,202.5,2000,0
2427,779E國票南崁,203.0,0,2000
2428,779E國票南崁,203.5,1000,1000
2429,779E國票南崁,204.0,0,2000
2430,779E國票南崁,204.5,0,1200
2431,779E國票南崁,205.0,0,1000
2432,779E國票南崁,205.5,0,1000
2433,779E國票南崁,206.0,0,4000
2434,779E國票南崁,206.5,0,1000
2435,779E國票南崁,207.0,1000,0
2436,779E國票南崁,208.0,1000,1000
2437,779E國票南崁,208.5,1000,1000
2438,779G國票新莊,201.0,0,1000
2439,779G國票新莊,202.0,0,50
2440,779G國票新莊,204.0,0,1000
2441,779G國票新莊,204.5,1000,0
2442,779G國票新莊,205.5,1000,1000
2443,779G國票新莊,206.0,0,100
2444,779G國票新莊,206.5,1000,1000
2445,779G國票新莊,207.0,0,3000
2446,779H國票嘉義,201.5,1000,100
2447,779H國票嘉義,202.0,0,2000
2448,779H國票嘉義,203.0,1000,1000
2449,779H國票嘉義,203.5,0,1000
2450,779H國票嘉義,204.5,0,1400
2451,779H國票嘉義,205.0,0,1300
2452,779H國票嘉義,205.5,100,0
2453,779H國票嘉義,206.0,0,2000
2454,779H國票嘉義,207.0,1000,1000
2455,779H國票嘉義,207.5,0,1000
2456,779H國票嘉義,208.0,0,1000
2457,779j國票和平,202.0,0,1000
2458,779j國票和平,202.5,0,1
2459,779j國票和平,204.5,2000,0
2460,779j國票和平,205.0,1000,0
2461,779j國票和平,205.5,0,1000
2462,779j國票和平,206.5,0,50
2463,779j國票和平,207.0,0,1050
2464,779j國票和平,208.0,1000,1000
2465,779J國票北高,201.0,0,1000
2466,779J國票北高,202.5,15000,17000
2467,779J國票北高,203.5,1000,0
2468,779J國票北高,204.0,0,1000
2469,779J國票北高,204.5,0,2000
2470,779J國票北高,205.0,0,3000
2471,779J國票北高,205.5,2000,1000
2472,779J國票北高,206.5,0,1000
2473,779J國票北高,207.0,5000,6000
2474,779J國票北高,207.5,50,0
2475,779J國票北高,208.5,0,1000
2476,779m國票中港,202.5,0,100
2477,779m國票中港,205.0,1000,0
2478,779m國票中港,205.5,2000,0
2479,779m國票中港,206.0,1000,0
2480,779m國票中港,206.5,2000,0
2481,779m國票中港,207.0,0,20
2482,779m國票中港,207.5,0,6000
2483,779n國票南京,202.5,0,1000
2484,779n國票南京,203.0,1000,3000
2485,779n國票南京,204.5,0,1000
2486,779n國票南京,205.0,1000,0
2487,779n國票南京,205.5,0,1000
2488,779n國票南京,206.5,1000,0
2489,779n國票南京,207.0,1000,1000
2490,779n國票南京,208.0,1000,0
2491,779n國票南京,209.0,1000,0
2492,779P國票九鼎,200.0,1000,1000
2493,779P國票九鼎,201.5,1000,21000
2494,779P國票九鼎,202.5,3000,500
2495,779P國票九鼎,203.0,20000,1000
2496,779P國票九鼎,203.5,1000,20000
2497,779P國票九鼎,204.0,20000,0
2498,779P國票九鼎,204.5,1000,24000
2499,779P國票九鼎,205.0,0,5015
2500,779P國票九鼎,205.5,38000,2000
2501,779P國票九鼎,206.0,22000,4001
2502,779P國票九鼎,206.5,0,21100
2503,779P國票九鼎,207.0,5000,2000
2504,779P國票九鼎,207.5,22000,20300
2505,779P國票九鼎,208.0,100,13000
2506,779P國票九鼎,208.5,0,2000
2507,779r國票桃園,201.5,0,2000
2508,779r國票桃園,203.0,0,1150
2509,779r國票桃園,204.5,0,2400
2510,779r國票桃園,205.0,0,1000
2511,779r國票桃園,205.5,0,1000
2512,779r國票桃園,206.5,1000,0
2513,779r國票桃園,207.0,1000,1000
2514,779r國票桃園,207.5,0,1000
2515,779u國票長城,198.0,0,1000
2516,779u國票長城,202.0,2000,0
2517,779u國票長城,203.0,2000,0
2518,779u國票長城,203.5,1000,0
2519,779u國票長城,204.0,1000,1000
2520,779u國票長城,205.0,3000,0
2521,779u國票長城,205.5,0,2000
2522,779u國票長城,206.0,1000,4000
2523,779u國票長城,207.0,0,3000
2524,779u國票長城,207.5,0,5000
2525,779u國票長城,208.0,0,1000
2526,779u國票長城,209.0,1000,0
2527,779v國票台中,200.0,0,1000
2528,779v國票台中,200.5,2000,0
2529,779v國票台中,202.0,0,70
2530,779v國票台中,202.5,0,50
2531,779v國票台中,204.0,100,0
2532,779v國票台中,205.0,0,3000
2533,779v國票台中,206.5,0,1000
2534,779v國票台中,207.0,0,3250
2535,779V國票天祥,199.0,0,1000
2536,779V國票天祥,201.0,0,1000
2537,779V國票天祥,202.5,0,1000
2538,779V國票天祥,204.0,2000,0
2539,779V國票天祥,206.0,1000,0
2540,779V國票天祥,206.5,0,1000
2541,779V國票天祥,207.0,1000,1000
2542,779W國票彰化,203.0,1000,0
2543,779W國票彰化,203.5,0,500
2544,779W國票彰化,204.0,3000,1050
2545,779W國票彰化,205.0,0,2000
2546,779W國票彰化,205.5,1000,0
2547,779W國票彰化,206.0,0,2000
2548,779W國票彰化,206.5,0,1000
2549,779W國票彰化,207.0,1300,9000
2550,779W國票彰化,207.5,0,11000
2551,779W國票彰化,208.0,0,3000
2552,779X國票中和,201.0,0,100
2553,779X國票中和,201.5,0,100
2554,779X國票中和,202.0,3000,0
2555,779X國票中和,202.5,3000,0
2556,779X國票中和,203.0,1000,0
2557,779X國票中和,206.0,1000,2000
2558,779X國票中和,206.5,10000,2000
2559,779X國票中和,207.0,0,2000
2560,779X國票中和,207.5,0,1000
2561,779X國票中和,208.0,0,1000
2562,779X國票中和,208.5,1000,0
2563,779z國票博愛,199.0,0,1000
2564,779z國票博愛,200.0,0,1000
2565,779z國票博愛,201.5,0,20000
2566,779z國票博愛,204.0,0,22000
2567,779z國票博愛,204.5,0,1000
2568,779z國票博愛,205.0,10,5000
2569,779z國票博愛,206.0,0,1000
2570,779z國票博愛,206.5,0,2000
2571,779z國票博愛,207.5,1000,0
2572,779z國票博愛,208.0,5,1000
2573,779Z國票安和,200.5,1000,0
2574,779Z國票安和,201.0,1000,0
2575,779Z國票安和,201.5,200,1000
2576,779Z國票安和,202.0,0,2000
2577,779Z國票安和,203.0,0,1000
2578,779Z國票安和,203.5,0,7000
2579,779Z國票安和,204.0,0,1010
2580,779Z國票安和,204.5,0,2000
2581,779Z國票安和,205.0,1000,0
2582,779Z國票安和,205.5,5000,0
2583,779Z國票安和,206.0,0,2000
2584,779Z國票安和,206.5,0,1000
2585,779Z國票安和,207.0,0,5000
2586,779Z國票安和,207.5,6000,0
2587,779Z國票安和,208.0,0,6000
2588,8150台新,198.0,1000,0
2589,8150台新,198.5,3000,0
2590,8150台新,199.0,4000,0
2591,8150台新,199.5,4000,1000
2592,8150台新,200.0,5000,25000
2593,8150台新,200.5,4000,3000
2594,8150台新,201.0,3000,5450
2595,8150台新,201.5,8000,650
2596,8150台新,202.0,2400,9000
2597,8150台新,202.5,6200,6201
2598,8150台新,203.0,10100,24100
2599,8150台新,203.5,2100,9120
2600,8150台新,204.0,12000,9000
2601,8150台新,204.5,7200,18400
2602,8150台新,205.0,7350,17699
2603,8150台新,205.5,4000,5400
2604,8150台新,206.0,21350,14350
2605,8150台新,206.5,6350,29250
2606,8150台新,207.0,38650,46480
2607,8150台新,207.5,32600,6100
2608,8150台新,208.0,9605,9440
2609,8150台新,208.5,8000,1000
2610,8151台新建北,200.0,0,1000
2611,8151台新建北,202.5,0,75
2612,8151台新建北,203.0,2000,0
2613,8151台新建北,203.5,0,5000
2614,8151台新建北,204.0,6000,1000
2615,8151台新建北,204.5,1000,1100
2616,8151台新建北,205.0,0,2100
2617,8151台新建北,205.5,1000,18000
2618,8151台新建北,206.0,1000,3000
2619,8151台新建北,206.5,3005,2000
2620,8151台新建北,207.0,2100,5100
2621,8151台新建北,207.5,2150,2000
2622,8152台新新莊,200.5,5000,0
2623,8152台新新莊,201.0,0,500
2624,8152台新新莊,201.5,1000,1000
2625,8152台新新莊,202.0,0,2000
2626,8152台新新莊,202.5,0,1000
2627,8152台新新莊,203.0,0,5400
2628,8152台新新莊,203.5,0,1000
2629,8152台新新莊,204.0,5000,1000
2630,8152台新新莊,204.5,4000,2000
2631,8152台新新莊,205.0,0,2139
2632,8152台新新莊,205.5,0,3000
2633,8152台新新莊,206.0,0,3275
2634,8152台新新莊,206.5,1000,1000
2635,8152台新新莊,207.0,1000,3000
2636,8152台新新莊,207.5,2050,2000
2637,8152台新新莊,208.0,0,8000
2638,8152台新新莊,208.5,3000,0
2639,8156台新三民,200.5,0,2000
2640,8156台新三民,201.0,100,3000
2641,8156台新三民,201.5,1000,0
2642,8156台新三民,202.0,1000,3000
2643,8156台新三民,202.5,1000,0
2644,8156台新三民,203.0,0,7000
2645,8156台新三民,203.5,14000,0
2646,8156台新三民,204.0,0,1000
2647,8156台新三民,204.5,0,2000
2648,8156台新三民,205.0,0,4000
2649,8156台新三民,205.5,2000,1000
2650,8156台新三民,206.0,2000,1000
2651,8156台新三民,206.5,0,1000
2652,8156台新三民,207.0,0,4000
2653,8156台新三民,207.5,2000,6000
2654,8156台新三民,208.5,0,10000
2655,8157台新左楠,199.0,1000,0
2656,8157台新左楠,200.5,0,2000
2657,8157台新左楠,201.0,0,100
2658,8157台新左楠,202.0,0,1000
2659,8157台新左楠,203.0,0,2000
2660,8157台新左楠,204.0,2000,400
2661,8157台新左楠,205.0,1000,3000
2662,8157台新左楠,205.5,1200,2175
2663,8157台新左楠,206.0,1100,0
2664,8157台新左楠,206.5,1000,6000
2665,8157台新左楠,207.0,2150,6025
2666,8157台新左楠,207.5,1000,0
2667,8157台新左楠,208.5,1000,1000
2668,8158台新松江,200.5,1000,1000
2669,8158台新松江,202.0,1000,0
2670,8158台新松江,202.5,6000,1000
2671,8158台新松江,204.0,0,2150
2672,8158台新松江,204.5,15000,3000
2673,8158台新松江,205.5,1000,7000
2674,8158台新松江,206.0,0,5000
2675,8158台新松江,206.5,70000,17000
2676,8158台新松江,207.0,40000,2200
2677,8158台新松江,207.5,62000,0
2678,8158台新松江,208.0,1000,0
2679,8158台新松江,208.5,2000,0
2680,8159台新台南,200.0,2000,3000
2681,8159台新台南,200.5,2000,0
2682,8159台新台南,201.0,0,1000
2683,8159台新台南,202.0,2000,3100
2684,8159台新台南,202.5,1000,9000
2685,8159台新台南,203.0,1000,1000
2686,8159台新台南,203.5,0,1050
2687,8159台新台南,204.0,1000,3000
2688,8159台新台南,204.5,0,2020
2689,8159台新台南,205.0,2000,5430
2690,8159台新台南,205.5,3000,1040
2691,8159台新台南,206.0,5300,5000
2692,8159台新台南,206.5,8000,6000
2693,8159台新台南,207.0,8000,17150
2694,8159台新台南,207.5,4000,10000
2695,8159台新台南,208.0,200,3030
2696,8159台新台南,208.5,2000,0
2697,815A台新高雄,199.0,3000,0
2698,815A台新高雄,199.5,1000,0
2699,815A台新高雄,200.0,9000,1120
2700,815A台新高雄,200.5,1000,0
2701,815A台新高雄,201.0,4000,23350
2702,815A台新高雄,201.5,9000,9000
2703,815A台新高雄,202.0,4000,2000
2704,815A台新高雄,202.5,18000,17150
2705,815A台新高雄,203.0,2000,6010
2706,815A台新高雄,203.5,10000,25450
2707,815A台新高雄,204.0,57000,12000
2708,815A台新高雄,204.5,11000,4000
2709,815A台新高雄,205.0,4000,7120
2710,815A台新高雄,205.5,3000,33020
2711,815A台新高雄,206.0,15250,19075
2712,815A台新高雄,206.5,1000,56325
2713,815A台新高雄,207.0,30000,19845
2714,815A台新高雄,207.5,5000,10068
2715,815A台新高雄,208.0,3500,4000
2716,815A台新高雄,208.5,2000,1000
2717,815B台新台中,199.0,0,1000
2718,815B台新台中,199.5,1000,7000
2719,815B台新台中,200.0,50,2000
2720,815B台新台中,200.5,2000,2000
2721,815B台新台中,201.0,2000,5000
2722,815B台新台中,202.0,3000,8000
2723,815B台新台中,202.5,2000,1000
2724,815B台新台中,203.0,2000,0
2725,815B台新台中,203.5,2000,3000
2726,815B台新台中,204.0,6000,5000
2727,815B台新台中,204.5,7000,5000
2728,815B台新台中,205.0,14100,8120
2729,815B台新台中,205.5,7000,15200
2730,815B台新台中,206.0,1150,10600
2731,815B台新台中,206.5,7980,10000
2732,815B台新台中,207.0,5000,9062
2733,815B台新台中,207.5,4000,22100
2734,815B台新台中,208.0,250,5000
2735,815B台新台中,208.5,2000,3000
2736,815H台新屏東,200.0,1000,0
2737,815H台新屏東,201.0,100,0
2738,815H台新屏東,201.5,1200,1000
2739,815H台新屏東,202.0,2000,1000
2740,815H台新屏東,202.5,1000,1000
2741,815H台新屏東,203.0,1000,0
2742,815H台新屏東,203.5,1000,1000
2743,815H台新屏東,204.0,2100,0
2744,815H台新屏東,204.5,1000,4000
2745,815H台新屏東,205.0,1000,2000
2746,815H台新屏東,205.5,500,2000
2747,815H台新屏東,206.0,2200,1000
2748,815H台新屏東,206.5,0,3100
2749,815H台新屏東,207.5,0,1030
2750,815S台新中壢,201.0,30,0
2751,815S台新中壢,201.5,1000,2000
2752,815S台新中壢,202.5,0,150
2753,815S台新中壢,204.0,1000,1070
2754,815S台新中壢,204.5,0,2000
2755,815S台新中壢,205.0,0,1000
2756,815S台新中壢,205.5,1000,2000
2757,815S台新中壢,206.0,1000,300
2758,815S台新中壢,206.5,0,190
2759,815S台新中壢,207.0,66,4384
2760,815S台新中壢,207.5,1000,1116
2761,815Y台新新營,200.5,1000,1000
2762,815Y台新新營,201.0,0,5000
2763,815Y台新新營,201.5,1010,1000
2764,815Y台新新營,202.0,1000,4000
2765,815Y台新新營,202.5,7020,1000
2766,815Y台新新營,203.0,2000,0
2767,815Y台新新營,203.5,0,6030
2768,815Y台新新營,204.0,0,6000
2769,815Y台新新營,204.5,1005,0
2770,815Y台新新營,205.0,1000,8150
2771,815Y台新新營,206.0,100,4500
2772,815Y台新新營,206.5,2030,3000
2773,815Y台新新營,207.0,0,4000
2774,815Y台新新營,207.5,40,0
2775,815Y台新新營,208.0,200,0
2776,8380安泰,199.5,1000,0
2777,8380安泰,200.0,0,100
2778,8380安泰,201.5,0,50
2779,8380安泰,203.5,0,2000
2780,8380安泰,204.0,0,1000
2781,8380安泰,204.5,1000,0
2782,8380安泰,205.0,8000,1100
2783,8380安泰,206.0,0,1050
2784,8380安泰,206.5,1000,1000
2785,8380安泰,207.0,3000,2000
2786,8381安泰大發,204.0,0,1000
2787,8381安泰大發,205.0,1000,0
2788,8381安泰大發,206.5,300,0
2789,8381安泰大發,208.0,2000,1000
2790,8382安泰楠梓,199.0,10000,0
2791,8382安泰楠梓,201.0,20,0
2792,8382安泰楠梓,202.0,0,1000
2793,8382安泰楠梓,203.5,2000,0
2794,8382安泰楠梓,204.5,0,1000
2795,8382安泰楠梓,205.0,0,3000
2796,8382安泰楠梓,207.0,0,12000
2797,8382安泰楠梓,207.5,0,3000
2798,8382安泰楠梓,208.0,0,1000
2799,8382安泰楠梓,208.5,0,1000
2800,8440摩根大通,199.5,1000,1000
2801,8440摩根大通,200.0,0,3000
2802,8440摩根大通,201.5,18000,0
2803,8440摩根大通,202.0,10000,0
2804,8440摩根大通,202.5,20000,13000
2805,8440摩根大通,203.0,2000,0
2806,8440摩根大通,203.5,10000,0
2807,8440摩根大通,204.0,16000,0
2808,8440摩根大通,204.5,100000,0
