序號,券商,價格,買進股數,賣出股數
56,1023合庫高雄,205.0,200,31000
57,1023合庫高雄,205.5,0,2020
58,1023合庫高雄,206.0,1000,3600
59,1023合庫高雄,206.5,1100,3000
60,1023合庫高雄,207.0,1000,3000
61,1023合庫高雄,207.5,0,1000
62,1023合庫高雄,208.0,1499,4050
63,1023合庫高雄,208.5,1,0
64,1024合庫嘉義,200.0,100,0
65,1024合庫嘉義,203.0,0,1000
66,1024合庫嘉義,204.0,1000,1000
67,1024合庫嘉義,204.5,100,2000
68,1024合庫嘉義,206.0,1200,0
69,1024合庫嘉義,206.5,0,80
70,1024合庫嘉義,207.0,0,3000
71,1024合庫嘉義,207.5,0,100
72,1024合庫嘉義,208.0,100,3000
73,1025合庫基隆,199.0,1000,0
74,1025合庫基隆,200.0,0,2000
75,1025合庫基隆,200.5,1000,0
76,1025合庫基隆,203.0,0,1000
77,1025合庫基隆,203.5,1000,1000
78,1025合庫基隆,204.5,0,1000
79,1025合庫基隆,205.0,0,1200
80,1025合庫基隆,205.5,0,2000
81,1025合庫基隆,207.0,2000,3000
82,1025合庫基隆,207.5,2000,0
83,1025合庫基隆,208.0,1000,0
84,1025合庫基隆,208.5,2000,0
85,1028合庫彰化,199.5,0,1000
86,1028合庫彰化,202.5,1000,0
87,1028合庫彰化,205.5,1000,0
88,1028合庫彰化,206.0,1000,0
89,1028合庫彰化,206.5,0,2000
90,1028合庫彰化,207.0,0,1000
91,1028合庫彰化,208.0,0,2000
92,1029合庫鳳山,201.5,0,100
93,1029合庫鳳山,202.0,0,1000
94,1029合庫鳳山,202.5,0,1000
95,1029合庫鳳山,204.0,1000,2000
96,1029合庫鳳山,204.5,2000,10
97,1029合庫鳳山,205.0,6000,1000
98,1029合庫鳳山,205.5,1000,7000
99,1029合庫鳳山,206.0,2000,4100
100,1029合庫鳳山,207.0,0,5300
101,1029合庫鳳山,207.5,0,10
102,1029合庫鳳山,208.0,0,6000
103,102A合庫新竹,200.0,1000,0
104,102A合庫新竹,201.5,0,1000
105,102A合庫新竹,202.0,0,200
106,102A合庫新竹,202.5,0,1000
107,102A合庫新竹,203.0,0,100
108,102A合庫新竹,203.5,0,1000
109,102A合庫新竹,204.5,0,1100
110,102A合庫新竹,205.0,28,2000
111,102A合庫新竹,205.5,1000,0
112,102A合庫新竹,206.0,1000,0
113,102A合庫新竹,207.0,20,0
114,102A合庫新竹,207.5,200,3000
115,102A合庫新竹,208.5,1000,0
116,102C合庫自強,199.0,0,1000
117,102C合庫自強,199.5,1000,0
118,102C合庫自強,201.0,1000,0
119,102C合庫自強,202.0,0,1000
120,102C合庫自強,203.0,0,100
121,102C合庫自強,204.0,0,1000
122,102C合庫自強,205.0,100,0
123,102C合庫自強,206.0,0,1000
124,102C合庫自強,206.5,0,1000
125,102C合庫自強,207.0,3000,2000
126,102C合庫自強,207.5,0,1000
127,102C合庫自強,208.0,1020,1000
128,102C合庫自強,208.5,1000,1000
129,102E合庫桃園,202.5,1000,0
130,102E合庫桃園,203.0,1000,0
131,102E合庫桃園,203.5,1000,0
132,102E合庫桃園,204.0,0,1000
133,102E合庫桃園,205.0,0,1000
134,102E合庫桃園,205.5,0,3000
135,102E合庫桃園,207.0,12000,14080
136,102E合庫桃園,208.0,0,1200
137,102E合庫桃園,208.5,2000,3000
138,102F合庫西台,199.5,0,1000
139,102F合庫西台,200.0,0,1000
140,102F合庫西台,201.0,1000,2350
141,102F合庫西台,201.5,7000,0
142,102F合庫西台,202.0,2000,3000
143,102F合庫西台,202.5,1000,0
144,102F合庫西台,203.0,1000,0
145,102F合庫西台,203.5,1000,0
146,102F合庫西台,204.0,100,0
147,102F合庫西台,204.5,2000,2000
148,102F合庫西台,205.0,100,5100
149,102F合庫西台,205.5,1000,2000
150,102F合庫西台,206.0,2000,3000
151,102F合庫西台,206.5,4100,0
152,102F合庫西台,207.0,1400,6000
153,102F合庫西台,207.5,3000,2000
154,102F合庫西台,208.0,1000,1000
155,102F合庫西台,208.5,1000,0
156,102G合庫三重,203.0,1000,2000
157,102G合庫三重,204.5,2000,0
158,102G合庫三重,205.0,0,14000
159,102G合庫三重,205.5,1000,9000
160,102G合庫三重,206.0,0,1000
161,102G合庫三重,206.5,1000,0
162,102G合庫三重,207.0,0,300
163,102G合庫三重,207.5,1000,0
164,102G合庫三重,208.0,8000,0
165,1030土銀,200.0,1000,400
166,1030土銀,200.5,1000,0
167,1030土銀,201.0,0,2000
168,1030土銀,202.0,100,1000
169,1030土銀,202.5,2000,0
170,1030土銀,203.0,0,2000
171,1030土銀,204.0,0,1000
172,1030土銀,205.0,0,1000
173,1030土銀,205.5,1000,2000
174,1030土銀,206.0,0,30
175,1030土銀,206.5,0,1000
176,1030土銀,207.0,1000,8200
177,1031土銀台中,202.0,200,0
178,1031土銀台中,203.5,0,2000
179,1031土銀台中,204.0,0,300
180,1031土銀台中,205.5,0,360
181,1031土銀台中,208.0,0,1000
182,1032土銀台南,207.0,0,300
183,1033土銀高雄,206.5,1000,0
184,1033土銀高雄,208.0,0,2000
185,1034土銀嘉義,200.5,0,1000
186,1034土銀嘉義,201.0,0,1000
187,1034土銀嘉義,204.5,0,2000
188,1034土銀嘉義,206.0,300,300
189,1034土銀嘉義,206.5,300,1050
190,1034土銀嘉義,207.5,0,100
191,1034土銀嘉義,208.5,0,1000
192,1035土銀新竹,200.0,0,1000
193,1035土銀新竹,205.0,0,1000
194,1036土銀玉里,201.0,1000,0
195,1036土銀玉里,201.5,0,100
196,1037土銀花蓮,204.5,0,1000
197,1038土銀和平,207.0,0,2000
198,1039土銀士林,205.0,0,1000
199,1039土銀士林,207.0,0,1000
200,103A土銀建國,202.5,0,100
201,103A土銀建國,205.0,0,1000
202,103A土銀建國,207.0,0,1000
203,103B土銀彰化,202.5,0,1000
204,103B土銀彰化,203.0,0,3000
205,103B土銀彰化,207.0,3000,2000
206,103C土銀白河,200.0,1000,0
207,103C土銀白河,200.5,10000,0
208,103C土銀白河,202.0,30000,1000
209,103C土銀白河,203.0,0,1000
210,103C土銀白河,205.0,5000,0
211,103F土銀南港,200.5,2000,0
212,103F土銀南港,203.0,0,6000
213,103F土銀南港,207.0,0,1000
214,103F土銀南港,208.0,1000,0
215,1040臺銀,199.5,10000,1000
216,1040臺銀,200.0,19000,0
217,1040臺銀,201.0,0,200
218,1040臺銀,201.5,0,10200
219,1040臺銀,202.0,2018,7050
220,1040臺銀,202.5,100,5000
221,1040臺銀,203.0,0,6100
222,1040臺銀,203.5,1300,1000
223,1040臺銀,204.0,3000,7000
224,1040臺銀,204.5,3000,12010
225,1040臺銀,205.0,4000,16250
226,1040臺銀,205.5,1115,22400
227,1040臺銀,206.0,200,13050
228,1040臺銀,206.5,2300,29000
229,1040臺銀,207.0,1080,78050
230,1040臺銀,207.5,1050,11050
231,1040臺銀,208.0,300,9000
232,1040臺銀,208.5,0,3000
233,1042臺銀臺南,200.0,1000,0
234,1042臺銀臺南,201.0,1000,0
235,1042臺銀臺南,201.5,1000,1000
236,1042臺銀臺南,202.0,0,1000
237,1042臺銀臺南,202.5,0,5
238,1042臺銀臺南,203.0,1000,1100
239,1042臺銀臺南,204.0,1000,2100
240,1042臺銀臺南,204.5,0,1000
241,1042臺銀臺南,205.0,1050,1000
242,1042臺銀臺南,205.5,1000,0
243,1042臺銀臺南,206.0,100,5000
244,1042臺銀臺南,206.5,100,1000
245,1042臺銀臺南,207.0,1000,156
246,1042臺銀臺南,207.5,1000,3000
247,1042臺銀臺南,208.0,0,115
248,1042臺銀臺南,208.5,1000,2000
249,1043臺銀民權,200.5,1050,0
250,1043臺銀民權,201.5,50,0
251,1043臺銀民權,202.0,1000,1000
252,1043臺銀民權,203.5,0,4000
253,1043臺銀民權,204.0,0,1120
254,1043臺銀民權,204.5,1000,1000
255,1043臺銀民權,206.0,1050,30
256,1043臺銀民權,206.5,1365,1050
257,1043臺銀民權,207.0,2000,9150
258,1043臺銀民權,207.5,17050,3550
259,1043臺銀民權,208.0,0,300
260,1045臺銀新竹,200.0,0,1000
261,1045臺銀新竹,202.0,2000,1000
262,1045臺銀新竹,202.5,1300,2000
263,1045臺銀新竹,203.5,200,0
264,1045臺銀新竹,204.0,0,1010
265,1045臺銀新竹,204.5,0,1000
266,1045臺銀新竹,205.0,0,1100
267,1045臺銀新竹,205.5,0,101
268,1045臺銀新竹,206.0,0,5000
269,1045臺銀新竹,207.0,0,6000
270,1045臺銀新竹,207.5,0,2000
271,1045臺銀新竹,208.0,0,1009
272,1045臺銀新竹,208.5,1000,1000
273,104A臺銀臺中,199.5,0,1000
274,104A臺銀臺中,200.0,64,0
275,104A臺銀臺中,201.0,1000,1000
276,104A臺銀臺中,202.0,1000,0
277,104A臺銀臺中,202.5,0,500
278,104A臺銀臺中,203.0,0,1125
279,104A臺銀臺中,203.5,1000,1010
280,104A臺銀臺中,204.0,50,2280
281,104A臺銀臺中,204.5,6000,0
282,104A臺銀臺中,205.0,6000,2000
283,104A臺銀臺中,205.5,4000,6000
284,104A臺銀臺中,206.0,3000,26050
285,104A臺銀臺中,207.0,3030,13200
286,104A臺銀臺中,207.5,2000,16000
287,104A臺銀臺中,208.0,1100,0
288,104A臺銀臺中,208.5,0,1000
289,104C臺銀高雄,199.0,1000,0
290,104C臺銀高雄,199.5,1000,0
291,104C臺銀高雄,200.0,1000,0
292,104C臺銀高雄,200.5,0,3000
293,104C臺銀高雄,201.0,0,3000
294,104C臺銀高雄,202.0,1000,5000
295,104C臺銀高雄,202.5,0,6000
296,104C臺銀高雄,203.0,5046,2
297,104C臺銀高雄,203.5,1002,12400
298,104C臺銀高雄,204.0,6000,5000
299,104C臺銀高雄,204.5,1000,0
300,104C臺銀高雄,205.0,2000,4435
301,104C臺銀高雄,205.5,360,5000
302,104C臺銀高雄,206.0,1600,3250
303,104C臺銀高雄,206.5,5354,0
304,104C臺銀高雄,207.0,5600,5100
305,104C臺銀高雄,207.5,180,5250
306,104C臺銀高雄,208.0,6210,2000
307,104C臺銀高雄,208.5,0,2000
308,104D臺銀金山,199.5,0,2000
309,104D臺銀金山,201.0,0,2000
310,104D臺銀金山,201.5,30,0
311,104D臺銀金山,203.0,1000,1000
312,104D臺銀金山,203.5,0,1000
313,104D臺銀金山,204.0,0,100
314,104D臺銀金山,205.0,20,300
315,104D臺銀金山,206.0,0,2000
316,104D臺銀金山,206.5,0,11000
317,104D臺銀金山,207.0,1,0
318,104D臺銀金山,207.5,4,3000
319,104D臺銀金山,208.0,1,10003
320,104D臺銀金山,208.5,1000,1000
321,1110企銀,202.0,0,1000
322,1110企銀,202.5,0,1000
323,1110企銀,203.5,0,1500
324,1110企銀,204.5,0,2000
325,1110企銀,205.0,1000,3000
326,1110企銀,206.0,1000,0
327,1110企銀,207.0,0,1100
328,1110企銀,207.5,0,11000
329,1110企銀,208.0,1000,2100
330,1110企銀,208.5,0,3500
331,1111企銀台中,204.0,1000,1000
332,1111企銀台中,205.5,0,1000
333,1111企銀台中,206.0,1000,0
334,1111企銀台中,207.0,0,2000
335,1112企銀台南,201.5,0,200
336,1112企銀台南,202.5,0,1000
337,1112企銀台南,205.0,0,1000
338,1112企銀台南,208.5,0,1000
339,1113企銀九如,204.0,2000,0
340,1113企銀九如,206.0,0,1000
341,1113企銀九如,206.5,0,3000
342,1113企銀九如,207.5,0,1000
343,1114企銀嘉義,200.5,0,330
344,1114企銀嘉義,201.0,0,400
345,1114企銀嘉義,202.5,4000,0
346,1114企銀嘉義,205.0,0,3000
347,1114企銀嘉義,206.0,1000,4000
348,1114企銀嘉義,207.0,0,1000
349,1114企銀嘉義,207.5,0,3
350,1114企銀嘉義,208.5,1000,0
351,1115企銀太平,201.0,0,1000
352,1115企銀太平,202.0,0,4000
353,1115企銀太平,203.0,0,100
354,1115企銀太平,205.0,5000,2000
355,1115企銀太平,205.5,0,100
356,1115企銀太平,207.0,4000,1000
357,1115企銀太平,207.5,0,2000
358,1116企銀屏東,199.0,2000,0
359,1116企銀屏東,204.0,0,10000
360,1116企銀屏東,205.0,0,2000
361,1117企銀竹北,202.0,0,1000
362,1117企銀竹北,206.0,1000,0
363,1117企銀竹北,206.5,1000,0
364,1117企銀竹北,207.0,0,12000
365,1118企銀豐原,204.0,1000,0
366,1118企銀豐原,205.0,0,5000
367,1119企銀岡山,204.0,1000,0
368,1119企銀岡山,207.0,0,1000
369,1119企銀岡山,207.5,1000,0
370,111A企銀民雄,200.5,1000,0
371,111A企銀民雄,202.5,0,5000
372,111A企銀民雄,203.0,3000,1000
373,111A企銀民雄,203.5,1000,0
374,111A企銀民雄,204.5,0,52
375,111A企銀民雄,205.0,0,100
376,111A企銀民雄,205.5,0,1000
377,111A企銀民雄,206.0,0,1000
378,111A企銀民雄,206.5,1002,0
379,111A企銀民雄,207.0,0,3000
380,111A企銀民雄,207.5,0,1000
381,111B台企建成,204.0,0,1000
382,111B台企建成,205.0,0,11000
383,111B台企建成,207.0,5000,0
384,111E企銀桃園,201.0,1000,0
385,111E企銀桃園,202.0,0,1000
386,111E企銀桃園,202.5,25,0
387,111E企銀桃園,203.0,1025,1000
388,111E企銀桃園,203.5,25,0
389,111E企銀桃園,204.0,125,0
390,111E企銀桃園,204.5,1000,1000
391,111E企銀桃園,205.0,50,1000
392,111E企銀桃園,205.5,0,150
393,111E企銀桃園,206.0,13,1200
394,111E企銀桃園,206.5,62,0
395,111E企銀桃園,207.0,50,1000
396,111E企銀桃園,207.5,25,0
397,111E企銀桃園,208.0,0,1000
398,111F企銀北高,204.0,200,0
399,111F企銀北高,208.0,0,8
400,111G企銀埔墘,200.0,1000,0
401,111G企銀埔墘,203.5,0,2000
402,111G企銀埔墘,205.0,5,0
403,111G企銀埔墘,207.0,0,1000
404,111G企銀埔墘,207.5,1000,0
405,1230彰銀,200.0,200,0
406,1230彰銀,202.0,0,1000
407,1230彰銀,204.0,0,1000
408,1230彰銀,205.0,50,0
409,1230彰銀,206.5,0,1000
410,1232彰銀七賢,206.0,0,1000
411,1232彰銀七賢,206.5,100,0
412,1232彰銀七賢,207.0,1000,0
413,1232彰銀七賢,207.5,0,1000
414,1232彰銀七賢,208.5,0,10000
415,1233彰銀台中,200.0,0,1000
416,1233彰銀台中,200.5,1015,3000
417,1233彰銀台中,201.0,1000,0
418,1233彰銀台中,202.5,1000,2000
419,1233彰銀台中,203.0,3250,1000
420,1233彰銀台中,203.5,1000,0
421,1233彰銀台中,204.0,0,2000
422,1233彰銀台中,204.5,0,1000
423,1233彰銀台中,205.0,0,21000
424,1233彰銀台中,205.5,0,1300
425,1233彰銀台中,206.5,0,210
426,1233彰銀台中,207.0,0,25000
427,1233彰銀台中,207.5,1000,0
428,1260宏遠,202.5,1000,0
429,1260宏遠,204.0,1000,6000
430,1260宏遠,204.5,1000,1000
431,1260宏遠,205.0,0,2000
432,1260宏遠,205.5,1000,0
433,1260宏遠,206.5,0,7000
434,1260宏遠,207.0,0,12000
435,1260宏遠,207.5,0,499
436,1260宏遠,208.0,1000,500
437,1260宏遠,208.5,0,1000
438,1260宏遠,209.0,0,4000
439,1261宏遠民生,204.0,100,0
440,1261宏遠民生,205.0,1000,0
441,1261宏遠民生,206.0,0,1000
442,1261宏遠民生,206.5,0,200
443,1261宏遠民生,207.0,1000,0
444,1261宏遠民生,208.0,1000,0
445,1261宏遠民生,208.5,100,0
446,1262宏遠桃園,201.5,0,200
447,1262宏遠桃園,202.0,0,1000
448,1262宏遠桃園,203.5,1000,0
449,1262宏遠桃園,204.0,5000,0
450,1262宏遠桃園,204.5,1000,0
451,1262宏遠桃園,205.0,50,1000
452,1262宏遠桃園,205.5,0,2000
453,1262宏遠桃園,206.0,1000,5000
454,1262宏遠桃園,206.5,1000,0
455,1262宏遠桃園,207.0,0,1000
456,1262宏遠桃園,207.5,0,1000
457,126D宏遠台南,201.5,1000,0
458,126D宏遠台南,205.0,0,2000
459,126D宏遠台南,206.5,1000,2000
460,126D宏遠台南,207.0,0,1000
461,126D宏遠台南,207.5,0,1000
462,126H宏遠中和,202.0,0,5030
463,126H宏遠中和,203.5,2000,0
464,126H宏遠中和,204.0,1000,2000
465,126H宏遠中和,205.5,0,20
466,126H宏遠中和,206.0,2000,0
467,126H宏遠中和,206.5,2000,0
468,126H宏遠中和,207.0,0,1000
469,126H宏遠中和,208.0,0,2000
470,126H宏遠中和,208.5,1000,0
471,126i宏遠光隆,200.0,4,0
472,126i宏遠光隆,200.5,3000,0
473,126i宏遠光隆,202.0,0,2000
474,126i宏遠光隆,203.0,0,3000
475,126i宏遠光隆,204.0,1000,0
476,126i宏遠光隆,204.5,0,100
477,126i宏遠光隆,206.0,0,1000
478,126i宏遠光隆,206.5,30,2000
479,126i宏遠光隆,207.0,0,6000
480,126i宏遠光隆,207.5,0,1000
481,126i宏遠光隆,208.0,0,2000
482,126L宏遠台中,199.5,0,1000
483,126L宏遠台中,200.0,0,21
484,126L宏遠台中,201.5,0,66
485,126L宏遠台中,202.0,1000,0
486,126L宏遠台中,205.0,0,2000
487,126L宏遠台中,205.5,1000,0
488,126L宏遠台中,206.0,0,1000
489,126L宏遠台中,206.5,1000,1000
490,126L宏遠台中,207.0,0,1000
491,126L宏遠台中,207.5,0,1000
492,126L宏遠台中,208.5,1000,0
493,126Q宏遠高雄,201.0,1000,0
494,126Q宏遠高雄,201.5,0,3000
495,126Q宏遠高雄,202.0,1000,0
496,126Q宏遠高雄,203.0,1000,0
497,126Q宏遠高雄,204.0,1000,20
498,126Q宏遠高雄,205.0,1000,0
499,126Q宏遠高雄,205.5,0,3000
500,126Q宏遠高雄,206.0,0,1000
501,126Q宏遠高雄,206.5,0,300
502,126Q宏遠高雄,207.0,0,1100
503,126Q宏遠高雄,207.5,10,0
504,126U宏遠館前,202.0,1000,0
505,126U宏遠館前,204.0,0,4000
506,126U宏遠館前,205.5,0,7050
507,126U宏遠館前,206.0,0,1000
508,126U宏遠館前,206.5,1000,0
509,126U宏遠館前,207.0,0,1100
510,126U宏遠館前,207.5,3000,0
511,126U宏遠館前,208.0,0,3000
512,126X宏遠新化,202.5,3000,0
513,126X宏遠新化,203.0,2000,0
514,126X宏遠新化,203.5,1000,0
515,126X宏遠新化,204.0,0,1000
516,126X宏遠新化,204.5,1000,0
517,126X宏遠新化,205.0,2000,7000
518,126X宏遠新化,205.5,0,3000
519,126X宏遠新化,206.0,150,0
520,126X宏遠新化,206.5,1000,1000
521,126X宏遠新化,207.0,2000,2000
522,1360港麥格理,199.0,0,2000
523,1360港麥格理,199.5,0,3000
524,1360港麥格理,200.0,0,1000
525,1360港麥格理,200.5,0,3000
526,1360港麥格理,201.0,0,2000
527,1360港麥格理,201.5,0,5000
528,1360港麥格理,202.0,0,5000
529,1360港麥格理,202.5,0,6000
530,1360港麥格理,203.0,0,8000
531,1360港麥格理,203.5,0,3000
532,1360港麥格理,204.0,0,1000
533,1360港麥格理,204.5,0,8000
534,1360港麥格理,205.0,0,4000
535,1360港麥格理,205.5,0,2000
536,1360港麥格理,206.0,0,2000
537,1360港麥格理,206.5,0,8000
538,1360港麥格理,207.0,0,9000
539,1360港麥格理,207.5,0,2000
540,1360港麥格理,208.0,0,3000
541,1440美林,198.5,2000,0
542,1440美林,199.0,75000,0
543,1440美林,199.5,15000,0
544,1440美林,200.0,128000,8000
545,1440美林,200.5,21000,46000
546,1440美林,201.0,39000,27000
547,1440美林,201.5,86000,43000
548,1440美林,202.0,96621,63000
549,1440美林,202.5,78000,11000
550,1440美林,203.0,30000,4000
551,1440美林,203.5,60000,3000
552,1440美林,204.0,354000,14000
553,1440美林,204.5,218000,0
554,1440美林,205.0,88000,0
555,1440美林,205.5,141000,2000
556,1440美林,206.0,118000,0
557,1440美林,206.5,139000,157000
558,1440美林,207.0,241000,113000
559,1440美林,207.5,125510,1000
560,1440美林,208.0,62000,16000
561,1440美林,208.5,12000,0
562,1470台灣摩根,199.0,2000,2000
563,1470台灣摩根,199.5,10000,0
564,1470台灣摩根,200.0,23000,72000
565,1470台灣摩根,200.5,45000,23000
566,1470台灣摩根,201.0,15000,8000
567,1470台灣摩根,201.5,127000,42000
568,1470台灣摩根,202.0,109000,1000
569,1470台灣摩根,202.5,100000,23000
570,1470台灣摩根,203.0,359000,23000
571,1470台灣摩根,203.5,199000,16000
572,1470台灣摩根,204.0,187000,16000
573,1470台灣摩根,204.5,166000,24000
574,1470台灣摩根,205.0,285000,19000
575,1470台灣摩根,205.5,231000,22000
576,1470台灣摩根,206.0,281000,20000
577,1470台灣摩根,206.5,358000,77000
578,1470台灣摩根,207.0,522000,149000
579,1470台灣摩根,207.5,266000,25000
580,1470台灣摩根,208.0,119000,0
581,1470台灣摩根,208.5,24000,3000
582,1480美商高盛,198.5,38000,0
583,1480美商高盛,199.5,4000,0
584,1480美商高盛,200.0,9000,78000
585,1480美商高盛,200.5,67000,25000
586,1480美商高盛,201.0,71000,42000
587,1480美商高盛,201.5,22000,6000
588,1480美商高盛,202.0,56000,46000
589,1480美商高盛,202.5,48000,102000
590,1480美商高盛,203.0,115000,53000
591,1480美商高盛,203.5,138000,46000
592,1480美商高盛,204.0,76000,42000
593,1480美商高盛,204.5,201000,128000
594,1480美商高盛,205.0,267000,74000
595,1480美商高盛,205.5,388000,134000
596,1480美商高盛,206.0,224000,29000
597,1480美商高盛,206.5,649000,263000
598,1480美商高盛,207.0,876000,181000
599,1480美商高盛,207.5,348000,44000
600,1480美商高盛,208.0,496000,14000
601,1480美商高盛,208.5,84000,0
602,1480美商高盛,209.0,8000,0
603,1560港商野村,202.0,22000,0
604,1560港商野村,202.5,0,6000
605,1560港商野村,204.0,0,40000
606,1560港商野村,204.5,0,63000
607,1560港商野村,205.5,0,25000
608,1560港商野村,206.5,0,8000
609,1560港商野村,207.0,286000,11000
610,1590花旗環球,198.5,2000,0
611,1590花旗環球,199.0,2000,0
612,1590花旗環球,199.5,3000,0
613,1590花旗環球,200.5,3000,15000
614,1590花旗環球,201.5,1000,6000
615,1590花旗環球,202.0,0,14000
616,1590花旗環球,202.5,4000,50000
617,1590花旗環球,203.0,0,167000
618,1590花旗環球,203.5,0,78000
619,1590花旗環球,204.5,0,15000
620,1590花旗環球,205.0,0,5000
621,1590花旗環球,205.5,0,90000
622,1590花旗環球,206.0,0,100000
623,1590花旗環球,207.0,47000,14964
624,1650瑞銀,199.0,0,49000
625,1650瑞銀,199.5,5000,5000
626,1650瑞銀,200.0,8000,147000
627,1650瑞銀,200.5,36000,4000
628,1650瑞銀,201.0,0,1000
629,1650瑞銀,201.5,4000,35000
630,1650瑞銀,202.0,201000,8000
631,1650瑞銀,202.5,106000,5000
632,1650瑞銀,203.0,136000,61000
633,1650瑞銀,203.5,88000,20000
634,1650瑞銀,204.0,107000,29000
635,1650瑞銀,204.5,158000,55000
636,1650瑞銀,205.0,647000,44000
637,1650瑞銀,205.5,120000,41000
638,1650瑞銀,206.0,69000,1000
639,1650瑞銀,206.5,50000,32000
640,1650瑞銀,207.0,101000,55000
641,1650瑞銀,207.5,83000,29000
642,1650瑞銀,208.0,11000,1000
643,2180亞東,201.0,0,3
644,2180亞東,201.5,0,1000
645,2180亞東,203.0,1000,0
646,2180亞東,204.0,0,1000
647,2180亞東,205.0,0,11010
648,2180亞東,205.5,0,15000
649,2180亞東,206.0,0,1000
650,2180亞東,206.5,0,1000
651,2180亞東,207.0,35,1170
652,2180亞東,207.5,0,10000
653,2180亞東,208.5,1000,0
654,2181亞東板橋,201.0,0,1000
655,2181亞東板橋,204.0,0,1000
656,2181亞東板橋,208.0,0,1000
657,2184亞東新竹,199.0,1000,0
658,2184亞東新竹,199.5,1000,0
659,2184亞東新竹,202.0,0,2000
660,2184亞東新竹,202.5,0,2000
661,2184亞東新竹,206.0,3000,2000
662,2184亞東新竹,206.5,0,100
663,2184亞東新竹,207.0,0,4000
664,2184亞東新竹,207.5,0,1000
665,2184亞東新竹,208.0,0,2000
666,2185亞東台南,200.0,0,1000
667,2185亞東台南,207.5,0,1000
668,2186亞東高雄,204.0,1000,0
669,2186亞東高雄,207.5,1000,0
670,2186亞東高雄,208.0,200,0
671,2187亞東台中,201.0,0,1000
672,2187亞東台中,202.0,0,1000
673,2187亞東台中,203.0,300,0
674,2187亞東台中,203.5,0,1000
675,2187亞東台中,204.0,1000,0
676,2187亞東台中,205.0,1000,1000
677,2187亞東台中,206.5,0,1000
678,2187亞東台中,208.0,100,0
679,5050大展,203.0,0,4000
680,5050大展,204.0,2000,0
681,5050大展,205.0,0,2200
682,5050大展,205.5,2000,50
683,5050大展,206.0,0,3100
684,5050大展,206.5,3000,3000
685,5050大展,207.0,2000,1000
686,5050大展,208.0,0,3000
687,5050大展,208.5,0,1000
688,5058大展台南,203.0,0,1000
689,5058大展台南,206.5,0,1000
690,5260美好,200.0,1000,0
691,5260美好,201.5,0,1000
692,5260美好,203.0,0,1000
693,5260美好,204.0,0,3000
694,5260美好,204.5,2000,3000
695,5260美好,205.5,0,300
696,5260美好,206.5,25000,0
697,5260美好,207.0,100,0
698,5261美好蘆洲,200.5,0,1000
699,5261美好蘆洲,201.0,1000,0
700,5261美好蘆洲,201.5,0,3000
701,5261美好蘆洲,202.0,1000,1000
702,5261美好蘆洲,202.5,1000,0
703,5261美好蘆洲,203.5,1000,1000
704,5261美好蘆洲,204.5,0,1000
705,5261美好蘆洲,205.0,0,1000
706,5261美好蘆洲,205.5,0,2000
707,5261美好蘆洲,206.0,1000,28000
708,5261美好蘆洲,206.5,1000,0
709,5261美好蘆洲,207.0,0,1061
710,5261美好蘆洲,207.5,0,1000
711,5261美好蘆洲,208.0,0,2000
712,5262美好楊梅,202.0,0,1000
713,5262美好楊梅,202.5,1000,0
